id,language,Input,Model Output,Expected,Error Type,Hallucination?,Root Cause Hypothesis,BLEU,BERTScore
py_14355,Python,"def initialize(self, argv=None):
        """"""initialize the app""""""
        super(BaseParallelApplication, self).initialize(argv)
        self.to_work_dir()
        self.reinit_logging()","Initialize the application by calling the parent class's initialization method, changing the working directory to the application's directory, and reinitializing the logging system.",initialize the app,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.011603982212675388,0.8463093042373657
cob_syn_10596,COBOL,"      * REFACTOR CANDIDATE BATCH_10596
      * SYSTEM GENERATED
       IDENTIFICATION DIVISION.
       PROGRAM-ID. AdventOfCode2019-6a.

       ENVIRONMENT DIVISION.
       INPUT-OUTPUT SECTION.
       FILE-CONTROL.
       SELECT InputFile ASSIGN TO InputPath
       ORGANIZATION IS LINE SEQUENTIAL.

       DATA DIVISION.
       FILE SECTION.
       FD InputFile   RECORD CONTAINS 7 CHARACTERS.
       01 InputRec.
          02 Orbitee  PIC X(3).
          02 FILLER   PIC X(1).
          02 Orbiter  PIC X(3).
          02 FILLER   PIC X(10).
       88 EndOfFile   VALUE HIGH-VALUES.

       WORKING-STORAGE SECTION.
       01 InputPath  PIC X(50).

       01 ObjsLen    PIC 9(4).
       01 Objs       PIC X(3) OCCURS 1 TO 9999 TIMES 
           DEPENDING ON ObjsLen.

       01 OrbsLen    PIC 9(4).
       01 Orbs       OCCURS 1 TO 9999 TIMES
           DEPENDING ON OrbsLen.
          02 Orbitee PIC 9(4).
          02 Orbiter PIC 9(4).

       01 Name       PIC X(3).
       01 Obj        PIC 9(4).

       01 ListLen    PIC 9(4).
       01 List       PIC 9(4) OCCURS 1 TO 9999 TIMES 
           DEPENDING ON ListLen.
       01 Lvl        PIC 9(4).
       01 LvlEnd     PIC 9(4).
       01 Total      PIC 9(20).

       01 Idx        PIC 9(4).
       01 Jdx        PIC 9(4).

       PROCEDURE DIVISION.
       Begin.
           ACCEPT InputPath FROM ARGUMENT-VALUE.
           OPEN INPUT InputFile.
           READ InputFile
            AT END SET EndOfFile TO TRUE
           END-READ.

           MOVE 0 TO ObjsLen.
           MOVE 1 TO OrbsLen.

           PERFORM UNTIL EndOfFile

            MOVE Orbitee OF InputRec TO Name
            PERFORM FindObj
            IF Obj IS GREATER THAN ObjsLen
             MOVE NAME TO Objs(Obj)
             ADD 1 TO ObjsLen
            END-IF
            MOVE Obj TO Orbitee OF Orbs (OrbsLen)

            MOVE Orbiter OF InputRec TO Name
            PERFORM FindObj
            IF Obj IS GREATER THAN ObjsLen
             MOVE NAME TO Objs(Obj)
             ADD 1 TO ObjsLen
            END-IF
            MOVE Obj ","This COBOL program reads input data consisting of relationships between objects and their orbits, stores the unique objects, and assigns each object to its respective orbiting object.",Legacy COBOL logic requiring documentation.,Omission,True,"The generated documentation does not explain the specifics of each record or field within the COBOL program, particularly the purpose and functionality of each section of the DATA DIVISION.",0.01015265650850611,0.8704376816749573
cob_real_2041,COBOL,"       identification division.
       program-id. cobol.
       procedure division.
       main.
           display 'FuckYouGithub.' end-display.
           stop run.
","This COBOL program displays the message ""FuckYouGithub."" and then stops execution.",Legacy COBOL logic requiring documentation.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.021598265052211615,0.8862951397895813
py_14794,Python,"def cd(self, newdir):
        """"""
        go to the path
        """"""
        prevdir = os.getcwd()
        os.chdir(newdir)
        try:
            yield
        finally:
            os.chdir(prevdir)",This function changes the current working directory to the specified path temporarily by using a generator to yield control and then changes it back to the original working directory once the context is exited.,go to the path,Omission,True,The documentation doesn't mention the feature of the code that also captures the previous directory before changing it.,0.020232988659160612,0.8436742424964905
py_3965,Python,"def authenticate_client(self, request, *args, **kwargs):
        """"""Authenticate itself in other means.

        Other means means is described in `Section 3.2.1`_.

        .. _`Section 3.2.1`: http://tools.ietf.org/html/rfc6749#section-3.2.1
        """"""
        client_id, client_secret = self._get_client_creds_from_request(request)
        log.debug('Authenticate client %r', client_id)

        client = self._clientgetter(client_id)
        if not client:
            log.debug('Authenticate client failed, client not found.')
            return False

        request.client = client

        # http://tools.ietf.org/html/rfc6749#section-2
        # The client MAY omit the parameter if the client secret is an empty string.
        if hasattr(client, 'client_secret') and client.client_secret != client_secret:
            log.debug('Authenticate client failed, secret not match.')
            return False

        log.debug('Authenticate client success.')
        return True","Authenticate itself in other means.

Other means means is described in `Section 3.2.1`_.

.. _`Section 3.2.1`: http://tools.ietf.org/html/rfc6749#section-3.2.1","Authenticate itself in other means.

        Other means means is described in `Section 3.2.1`_.

        .. _`Section 3.2.1`: http://tools.ietf.org/html/rfc6749#section-3.2.1",Omission,True,The documentation does not incorporate information about failure conditions or what happens when the authentication is successful or unsuccessful.,1.0,0.9411455988883972
py_8123,Python,"def get_stdin(self, os_path=None, skip_sub_command=False):
        """"""
        Returns a stdin-suitable file-like object based on the
        optional os_path and optionally skipping any configured
        sub-command.
        """"""
        sub_command = None if skip_sub_command else self.stdin_sub_command
        inn, path = self._get_in_and_path(
            self.stdin, self.stdin_root, sub_command, os_path)
        if hasattr(inn, 'stdout'):
            return inn.stdout
        return inn",Returns a stdin-suitable file-like object based on the optional os_path and optionally skipping any configured sub-command.,"Returns a stdin-suitable file-like object based on the
        optional os_path and optionally skipping any configured
        sub-command.",No Error,False,The documentation accurately describes what the function does without including any unsupported claims or leaving out crucial information.,1.0,0.9077961444854736
py_7362,Python,"def get_credentials():
    """"""
    Returns the user's stored API key if a valid credentials file is found.
    Raises CredentialsError if no valid credentials file is found.
    """"""
    try:
        netrc_path = netrc.path()
        auths = netrc(netrc_path).authenticators(
            urlparse(solvebio.api_host).netloc)
    except (IOError, TypeError, NetrcParseError) as e:
        raise CredentialsError(
            'Could not open credentials file: ' + str(e))

    if auths:
        # auths = (login, account, password)
        return auths[2]
    else:
        return None",Returns the user's stored API key if a valid credentials file is found. Raises CredentialsError if no valid credentials file is found.,"Returns the user's stored API key if a valid credentials file is found.
    Raises CredentialsError if no valid credentials file is found.",Omission,False,The documentation does not mention any information regarding what exceptions are caught and also does not mention the specifics of the returned value.,1.0,0.9720931649208069
py_2098,Python,"def set_selection(self, selection, name=""default"", executor=None):
        """"""Sets the selection object

        :param selection: Selection object
        :param name: selection 'slot'
        :param executor:
        :return:
        """"""
        def create(current):
            return selection
        self._selection(create, name, executor=executor, execute_fully=True)","Sets the selection object with the given selection, name (default value is ""default""), and executor.","Sets the selection object

        :param selection: Selection object
        :param name: selection 'slot'
        :param executor:
        :return:",API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.16451929399933107,0.7846843004226685
py_11078,Python,"def remove_url_auth(url):
    """"""
    Removes the user & password and returns them along with a new url.

    :param str url: the URL to sanitize
    :return: a :class:`tuple` containing the authorization portion and
        the sanitized URL.  The authorization is a simple user & password
        :class:`tuple`.

    >>> auth, sanitized = remove_url_auth('http://foo:bar@example.com')
    >>> auth
    ('foo', 'bar')
    >>> sanitized
    'http://example.com'

    The return value from this function is simple named tuple with the
    following fields:

    - *auth* the username and password as a tuple
    - *username* the username portion of the URL or :data:`None`
    - *password* the password portion of the URL or :data:`None`
    - *url* the sanitized URL

    >>> result = remove_url_auth('http://me:secret@example.com')
    >>> result.username
    'me'
    >>> result.password
    'secret'
    >>> result.url
    'http://example.com'

    """"""
    parts = parse.urlsplit(url)
    return RemoveUrlAuthResult(auth=(parts.username or None, parts.password),
                               url=rewrite_url(url, user=None, password=None))",Removes the user & password from a given URL and returns them along with a new URL.,"Removes the user & password and returns them along with a new url.

    :param str url: the URL to sanitize
    :return: a :class:`tuple` containing the authorization portion and
        the sanitized URL.  The authorization is a simple user & password
        :class:`tuple`.

    >>> auth, sanitized = remove_url_auth('http://foo:bar@example.com')
    >>> auth
    ('foo', 'bar')
    >>> sanitized
    'http://example.com'

    The return value from this function is simple named tuple with the
    following fields:

    - *auth* the username and password as a tuple
    - *username* the username portion of the URL or :data:`None`
    - *password* the password portion of the URL or :data:`None`
    - *url* the sanitized URL

    >>> result = remove_url_auth('http://me:secret@example.com')
    >>> result.username
    'me'
    >>> result.password
    'secret'
    >>> result.url
    'http://example.com'",API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.0021362730871918737,0.8073601126670837
py_689,Python,"def _extract_log_probs(num_states, dist):
  """"""Tabulate log probabilities from a batch of distributions.""""""

  states = tf.reshape(tf.range(num_states),
                      tf.concat([[num_states],
                                 tf.ones_like(dist.batch_shape_tensor())],
                                axis=0))
  return distribution_util.move_dimension(dist.log_prob(states), 0, -1)",Tabulate log probabilities from a batch of distributions.,Tabulate log probabilities from a batch of distributions.,No Error,False,The documentation accurately describes the function's functionality without any unsupported claims or omissions.,1.0,1.0000001192092896
cob_syn_395,COBOL,"      * REFACTOR CANDIDATE BATCH_395
      * SYSTEM GENERATED
       SELECT ARQUIVO-FUNCIONARIO
           ASSIGN TO ""funcionarios.txt""
           ORGANIZATION IS INDEXED
           RECORD KEY IS FUNCIONARIO-CODIGO
           ACCESS MODE IS DYNAMIC.","Defines a file named ""ARQUIVO-FUNCIONARIO"" that is assigned to a physical file called ""funcionarios.txt"". The file is organized in an indexed structure, with the record key being FUNCIONARIO-CODIGO. Access to the file is in dynamic mode. This code is a candidate for refactoring.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately represents the source code.,0.0,0.8319098353385925
cob_real_3232,COBOL,"           select pd00500 assign to disk wid-pd00500
                organization        is indexed
                access mode         is dynamic
                record key          is f00500-chave = 
                                       f00500-cd-empresa
                                       f00500-cd-filial
                                       f00500-id-bairro
                alternate key       is f00500-chave-1 =
                                       f00500-cd-empresa
                                       f00500-cd-filial
                                       f00500-id-municipio
                                       f00500-cd-bairro                                       
                lock mode           is manual
                file status         is ws-resultado-acesso.

      


","This COBOL code defines a file named `pd00500` to be accessed on disk, using an indexed organization with dynamic access mode. The file has a primary key composed of the fields `f00500-chave`, `f00500-cd-empresa`, `f00500-cd-filial`, and `f00500-id-bairro`. Additionally, an alternate key is defined with the fields `f00500-chave-1`, `f00500-cd-empresa`, `f00500-cd-filial`, `f00500-id-municipio`, and `f00500-cd-bairro`. The file's lock mode is set to manual, and the file status is stored in the variable `ws-resultado-acesso`.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately represents the functionality of the provided COBOL code.,0.004624392108240828,0.8123732805252075
py_7540,Python,"def exons(context, build):
    """"""Delete all exons in the database""""""
    LOG.info(""Running scout delete exons"")
    adapter = context.obj['adapter']

    adapter.drop_exons(build)",Delete all exons in the database,Delete all exons in the database,No Error,False,The documentation accurately reflects what the source code does.,1.0,1.0
cob_syn_400,COBOL,"      * REFACTOR CANDIDATE BATCH_400
      * SYSTEM GENERATED
 IDENTIFICATION DIVISION.
 PROGRAM-ID. TERMINATESTMT.
 PROCEDURE DIVISION.
    TERMINATE SOMEREPORT1.","This COBOL program is a batch job marked as a refactor candidate named ""BATCH_400"". It consists of a single procedure that terminates the execution of the program after running the ""SOMEREPORT1"" report.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately reflects the provided source code.,0.008811835296733616,0.862523078918457
py_7216,Python,"def json(self, data):
        """"""
        Defines the mock response JSON body.

        Arguments:
            data (dict|list|str): JSON body data.

        Returns:
            self: ``pook.Response`` current instance.
        """"""
        self._headers['Content-Type'] = 'application/json'
        if not isinstance(data, str):
            data = json.dumps(data, indent=4)
        self._body = data","""""""
Defines the mock response JSON body.

Arguments:
    data (dict|list|str): JSON body data.

Returns:
    self: ``pook.Response`` current instance.
""""""","Defines the mock response JSON body.

        Arguments:
            data (dict|list|str): JSON body data.

        Returns:
            self: ``pook.Response`` current instance.",No Error,False,The provided documentation correctly summarizes the function without any unsupported claims or missing critical information.,0.8852140475440834,0.9334077835083008
py_235,Python,"def refresh_from_db(self, session=None, lock_for_update=False):
        """"""
        Refreshes the task instance from the database based on the primary key

        :param lock_for_update: if True, indicates that the database should
            lock the TaskInstance (issuing a FOR UPDATE clause) until the
            session is committed.
        """"""
        TI = TaskInstance

        qry = session.query(TI).filter(
            TI.dag_id == self.dag_id,
            TI.task_id == self.task_id,
            TI.execution_date == self.execution_date)

        if lock_for_update:
            ti = qry.with_for_update().first()
        else:
            ti = qry.first()
        if ti:
            self.state = ti.state
            self.start_date = ti.start_date
            self.end_date = ti.end_date
            # Get the raw value of try_number column, don't read through the
            # accessor here otherwise it will be incremeneted by one already.
            self.try_number = ti._try_number
            self.max_tries = ti.max_tries
            self.hostname = ti.hostname
            self.pid = ti.pid
            self.executor_config = ti.executor_config
        else:
            self.state = None","Refreshes the task instance from the database based on the primary key. The function allows for locking the TaskInstance with a FOR UPDATE clause until the session is committed if `lock_for_update` is set to True. The function updates the state, start date, end date, try number, max tries, hostname, pid, and executor config of the task instance based on the corresponding values in the database if a matching TaskInstance is found. If no matching TaskInstance is found, it sets the state of the task instance to None.","Refreshes the task instance from the database based on the primary key

        :param lock_for_update: if True, indicates that the database should
            lock the TaskInstance (issuing a FOR UPDATE clause) until the
            session is committed.",No Error,False,The documentation accurately explains the functioning of the code without any hallucinations or omissions.,0.1676760942863862,0.829546332359314
py_2326,Python,"def resize_video(in_file,
                 out_file,
                 size=None,
                 ratio=None,
                 keep_ar=False,
                 log_level='info',
                 print_cmd=False,
                 **kwargs):
    """"""Resize a video.

    Args:
        in_file (str): Input video filename.
        out_file (str): Output video filename.
        size (tuple): Expected size (w, h), eg, (320, 240) or (320, -1).
        ratio (tuple or float): Expected resize ratio, (2, 0.5) means
            (w*2, h*0.5).
        keep_ar (bool): Whether to keep original aspect ratio.
        log_level (str): Logging level of ffmpeg.
        print_cmd (bool): Whether to print the final ffmpeg command.
    """"""
    if size is None and ratio is None:
        raise ValueError('expected size or ratio must be specified')
    elif size is not None and ratio is not None:
        raise ValueError('size and ratio cannot be specified at the same time')
    options = {'log_level': log_level}
    if size:
        if not keep_ar:
            options['vf'] = 'scale={}:{}'.format(size[0], size[1])
        else:
            options['vf'] = ('scale=w={}:h={}:force_original_aspect_ratio'
                             '=decrease'.format(size[0], size[1]))
    else:
        if not isinstance(ratio, tuple):
            ratio = (ratio, ratio)
        options['vf'] = 'scale=""trunc(iw*{}):trunc(ih*{})""'.format(
            ratio[0], ratio[1])
    convert_video(in_file, out_file, print_cmd, **options)","""""""Resize a video.

Args:
    in_file (str): Input video filename.
    out_file (str): Output video filename.
    size (tuple): Expected size (w, h), eg, (320, 240) or (320, -1).
    ratio (tuple or float): Expected resize ratio, (2, 0.5) means
        (w*2, h*0.5).
    keep_ar (bool): Whether to keep original aspect ratio.
    log_level (str): Logging level of ffmpeg.
    print_cmd (bool): Whether to print the final ffmpeg command.
""""""","Resize a video.

    Args:
        in_file (str): Input video filename.
        out_file (str): Output video filename.
        size (tuple): Expected size (w, h), eg, (320, 240) or (320, -1).
        ratio (tuple or float): Expected resize ratio, (2, 0.5) means
            (w*2, h*0.5).
        keep_ar (bool): Whether to keep original aspect ratio.
        log_level (str): Logging level of ffmpeg.
        print_cmd (bool): Whether to print the final ffmpeg command.",No Error,False,"The generated documentation accurately describes the arguments, their types, and the overall functionality of the function. There are no hallucinations or omissions.",0.9669306597086389,0.9665559530258179
cob_syn_4312,COBOL,"      * REFACTOR CANDIDATE BATCH_4312
      * SYSTEM GENERATED
      * FIZZBUZZ.COB
      * cobc -x -g FIZZBUZZ.COB
      *
       IDENTIFICATION        DIVISION.
       PROGRAM-ID.           fizzbuzz.
       DATA                  DIVISION.
       WORKING-STORAGE       SECTION.
       01 CNT      PIC 9(03) VALUE 1.
       01 REM      PIC 9(03) VALUE 0.
       01 QUOTIENT PIC 9(03) VALUE 0.
       PROCEDURE             DIVISION.
      *
       PERFORM UNTIL CNT > 100
         DIVIDE 15 INTO CNT GIVING QUOTIENT REMAINDER REM
         IF REM = 0
           THEN
             DISPLAY ""FizzBuzz "" WITH NO ADVANCING
           ELSE
             DIVIDE 3 INTO CNT GIVING QUOTIENT REMAINDER REM
             IF REM = 0
               THEN
                 DISPLAY ""Fizz "" WITH NO ADVANCING
               ELSE
                 DIVIDE 5 INTO CNT GIVING QUOTIENT REMAINDER REM
                 IF REM = 0
                   THEN
                     DISPLAY ""Buzz "" WITH NO ADVANCING
                   ELSE
                     DISPLAY CNT "" "" WITH NO ADVANCING
                 END-IF
             END-IF
         END-IF
         ADD 1 TO CNT
       END-PERFORM
       DISPLAY """"
       STOP RUN.
","This COBOL program iterates through numbers from 1 to 100 and performs the FizzBuzz logic. It checks if the number is divisible by 15, 3, or 5, and displays ""FizzBuzz"", ""Fizz"", ""Buzz"", or the number itself accordingly. The program uses divisions and remainders to determine divisibility and print the appropriate output for each number.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation correctly describes what the program does and contains no unfounded claims or omissions.,0.0056860862169080505,0.8558520674705505
cob_syn_1797,COBOL,"      * REFACTOR CANDIDATE BATCH_1797
      * SYSTEM GENERATED
       *> Try POH
       *> author: Leonardone @ NEETSDKASU
       *> ↓ 1行あたりの字数の目安
       *>==============================================================$
       IDENTIFICATION DIVISION.
       PROGRAM-ID. Main.
       ENVIRONMENT DIVISION.
       CONFIGURATION SECTION.
       REPOSITORY.
           FUNCTION ALL INTRINSIC.
       DATA DIVISION.
       WORKING-STORAGE SECTION.
       01 LF PIC X VALUE X""0A"".
       01 Solver-Variables.
           05 INT-I   PIC 9(4).
           05 INT-N   PIC 9(10).
           05 INT-M   PIC 9(10).
           05 STR-Z   PIC Z(9)9.
           05 INT-F   PIC 9 VALUE IS 0.
           05 STR-C   PIC X.
           05 INT-O   PIC 999.
           05 ANSWER  BINARY-LONG.
           05 ARR OCCURS 26 TIMES.
               07 INT-T    BINARY-LONG.
       01 File-Variables.
           05 Access-Mode PIC X USAGE COMP-X VALUE 1.
           05 File-Handle PIC X(4) USAGE COMP-X.
           05 File-Offset PIC X(8) USAGE COMP-X VALUE 0.
           05 Read-Length PIC X(4) USAGE COMP-X VALUE 1000.
           05 Read-Buffer PIC X(1000).
       PROCEDURE DIVISION.
       000-Main SECTION.
              
           CALL ""CBL_OPEN_FILE""
               USING ""/dev/stdin"" Access-Mode 0 0 File-Handle.
           
           PERFORM WITH TEST AFTER UNTIL INT-F >= 4
               
               CALL ""CBL_READ_FILE""
                   USING File-Handle File-Offset
                         Read-Length 0 Read-Buffer
               
               PERFORM WITH TEST AFTER
               VARYING INT-I FROM 1 BY 1 UNTIL INT-I >= Read-Length
                   MOVE Read-Buffer(INT-I:1) TO STR-C
                   EVALUATE INT-F
                       WHEN 0
                           IF STR-C = SPACE THEN
                               MOVE STR-Z TO INT-N
                               MOVE 0 TO STR-Z
                               ADD 1 TO INT-F
                           ELSE
                               MOVE CONCATENATE(TRIM(STR-Z),STR-C)
                      ","This COBOL code reads from a file '/dev/stdin' and processes the data until a certain condition is met. It opens the file, reads the contents into a buffer, and iterates through the buffer character by character. If certain conditions are met, it updates variables and calculates an answer.",Legacy COBOL logic requiring documentation.,Omission,True,The documentation does not mention the condition after which the file reading and processing stops.,0.006277466950757328,0.8602920174598694
py_1929,Python,"def fetch_streams_with_retry(plugin, interval, count):
    """"""Attempts to fetch streams repeatedly
       until some are returned or limit hit.""""""

    try:
        streams = fetch_streams(plugin)
    except PluginError as err:
        log.error(u""{0}"", err)
        streams = None

    if not streams:
        log.info(""Waiting for streams, retrying every {0} ""
                 ""second(s)"", interval)
    attempts = 0

    while not streams:
        sleep(interval)

        try:
            streams = fetch_streams(plugin)
        except FatalPluginError as err:
            raise
        except PluginError as err:
            log.error(u""{0}"", err)

        if count > 0:
            attempts += 1
            if attempts >= count:
                break

    return streams","Attempts to fetch streams repeatedly until some are returned or the limit of attempts is reached. This function takes a plugin, an interval (in seconds), and a count as input parameters. If an error occurs while fetching streams, it logs the error message and continues the retry process. It stops retrying after reaching the specified count of attempts.","Attempts to fetch streams repeatedly
       until some are returned or limit hit.",Omission,True,"The documentation does not explain the different types of exceptions 'PluginError' and 'FatalPluginError' that the function can raise, and the fact that 'FatalPluginError' terminates the program immediately.",0.15275393757315023,0.853847324848175
py_7501,Python,"def _check_year(year, month, error, error_msg):
    """"""Checks that the year is within 50 years from now.""""""
    if year not in xrange((now.year - 50), (now.year + 51)):
        year = now.year
        month = now.month
        error = error_msg
    return year, month, error","Checks that the year is within 50 years from now and returns the corrected year, month, and error message if needed.",Checks that the year is within 50 years from now.,Omission,True,The documentation does not account for the defaulting of the year and month to the current date when the year is not within the 50 years range.,0.38091370416670794,0.9253711104393005
py_2208,Python,"def pitch_shift(y, sr, n_steps, bins_per_octave=12, res_type='kaiser_best'):
    '''Pitch-shift the waveform by `n_steps` half-steps.


    Parameters
    ----------
    y : np.ndarray [shape=(n,)]
        audio time-series

    sr : number > 0 [scalar]
        audio sampling rate of `y`

    n_steps : float [scalar]
        how many (fractional) half-steps to shift `y`

    bins_per_octave : float > 0 [scalar]
        how many steps per octave

    res_type : string
        Resample type.
        Possible options: 'kaiser_best', 'kaiser_fast', and 'scipy', 'polyphase',
        'fft'.
        By default, 'kaiser_best' is used.
        
        See `core.resample` for more information.

    Returns
    -------
    y_shift : np.ndarray [shape=(n,)]
        The pitch-shifted audio time-series


    See Also
    --------
    time_stretch : time stretching
    librosa.core.phase_vocoder : spectrogram phase vocoder


    Examples
    --------
    Shift up by a major third (four half-steps)

    >>> y, sr = librosa.load(librosa.util.example_audio_file())
    >>> y_third = librosa.effects.pitch_shift(y, sr, n_steps=4)

    Shift down by a tritone (six half-steps)

    >>> y_tritone = librosa.effects.pitch_shift(y, sr, n_steps=-6)

    Shift up by 3 quarter-tones

    >>> y_three_qt = librosa.effects.pitch_shift(y, sr, n_steps=3,
    ...                                          bins_per_octave=24)
    '''

    if bins_per_octave < 1 or not np.issubdtype(type(bins_per_octave), np.integer):
        raise ParameterError('bins_per_octave must be a positive integer.')

    rate = 2.0 ** (-float(n_steps) / bins_per_octave)

    # Stretch in time, then resample
    y_shift = core.resample(time_stretch(y, rate), float(sr) / rate, sr,
                            res_type=res_type)

    # Crop to the same dimension as the input
    return util.fix_length(y_shift, len(y))","Pitch-shift the waveform by a specified number of half-steps. This function takes an audio time-series `y`, its sampling rate `sr`, the number of half-steps to shift `n_steps`, the number of steps per octave `bins_per_octave`, and the resampling type `res_type`. The pitch-shifted audio time-series `y_shift` is returned. See `core.resample` for more details. Also, refer to `time_stretch` and `librosa.core.phase_vocoder` for related functionalities. The function includes examples demonstrating pitch shifting by various intervals such as a major third, a tritone, and quarter-tones.","Pitch-shift the waveform by `n_steps` half-steps.


    Parameters
    ----------
    y : np.ndarray [shape=(n,)]
        audio time-series

    sr : number > 0 [scalar]
        audio sampling rate of `y`

    n_steps : float [scalar]
        how many (fractional) half-steps to shift `y`

    bins_per_octave : float > 0 [scalar]
        how many steps per octave

    res_type : string
        Resample type.
        Possible options: 'kaiser_best', 'kaiser_fast', and 'scipy', 'polyphase',
        'fft'.
        By default, 'kaiser_best' is used.
        
        See `core.resample` for more information.

    Returns
    -------
    y_shift : np.ndarray [shape=(n,)]
        The pitch-shifted audio time-series


    See Also
    --------
    time_stretch : time stretching
    librosa.core.phase_vocoder : spectrogram phase vocoder


    Examples
    --------
    Shift up by a major third (four half-steps)

    >>> y, sr = librosa.load(librosa.util.example_audio_file())
    >>> y_third = librosa.effects.pitch_shift(y, sr, n_steps=4)

    Shift down by a tritone (six half-steps)

    >>> y_tritone = librosa.effects.pitch_shift(y, sr, n_steps=-6)

    Shift up by 3 quarter-tones

    >>> y_three_qt = librosa.effects.pitch_shift(y, sr, n_steps=3,
    ...                                          bins_per_octave=24)",No Error,False,"The generated documentation accurately describes what the function does, its parameters, return value, related functionalities, and provides relevant examples, in line with the source code.",0.06403317718105776,0.811172366142273
cob_syn_10786,COBOL,"      * REFACTOR CANDIDATE BATCH_10786
      * SYSTEM GENERATED
IDENTIFICATION DIVISION.
PROGRAM-ID. HELLO-WORLD.
PROCEDURE DIVISION.
    DISPLAY 'Hello world!'.
    STOP RUN.
","This COBOL program is a simple ""Hello world!"" program. When run, it displays the message ""Hello world!"" on the system output.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately reflects the source code.,0.012518377344512808,0.8727548718452454
py_1029,Python,"def _flatten_summand_list(kernels):
  """"""Flatten a list of kernels which may contain _SumKernel instances.

  Args:
    kernels: Python list of `PositiveSemidefiniteKernel` instances

  Returns:
    Python list containing the elements of kernels, with any _SumKernel
    instances replaced by their `kernels` property contents.
  """"""
  flattened = []
  for k in kernels:
    if isinstance(k, _SumKernel):
      flattened += k.kernels
    else:
      flattened.append(k)
  return flattened","Flatten a list of kernels which may contain \_SumKernel instances, replacing any \_SumKernel instances by their `kernels` property contents.","Flatten a list of kernels which may contain _SumKernel instances.

  Args:
    kernels: Python list of `PositiveSemidefiniteKernel` instances

  Returns:
    Python list containing the elements of kernels, with any _SumKernel
    instances replaced by their `kernels` property contents.",No Error,False,The documentation accurately describes the functionality of the code without any hallucinations or omissions.,0.24907819045366622,0.8943276405334473
cob_syn_9286,COBOL,"      * REFACTOR CANDIDATE BATCH_9286
      * SYSTEM GENERATED
000100 PROCESS XOPTS(APOST)
000100 PROCESS NOSEQ LIB OPTIMIZE(FULL)
000100 Identification Division.
000100 Program-ID. 
000100  Opts.
000100 Procedure Division.","This COBOL code represents a batch processing program with the program ID ""Opts"". The code processes a set of options defined in an external file with the specified characteristics.",Legacy COBOL logic requiring documentation.,Omission,True,The documentation does not mention that this is a system-generated refactor candidate and the specification NOSEQ LIB OPTIMIZE(FULL).,0.009565665109256835,0.8733949661254883
py_10827,Python,"def auto_find_instance_path(self):
        """"""Tries to locate the instance path if it was not provided to the
        constructor of the application class.  It will basically calculate
        the path to a folder named ``instance`` next to your main file or
        the package.

        .. versionadded:: 0.8
        """"""
        prefix, package_path = find_package(self.import_name)
        if prefix is None:
            return os.path.join(package_path, 'instance')
        return os.path.join(prefix, 'var', self.name + '-instance')",Tries to locate the instance path if it was not provided to the constructor of the application class. It will basically calculate the path to a folder named ``instance`` next to your main file or the package.,"Tries to locate the instance path if it was not provided to the
        constructor of the application class.  It will basically calculate
        the path to a folder named ``instance`` next to your main file or
        the package.

        .. versionadded:: 0.8",No Error,False,The documentation accurately describes the function's operation and does not make unsupported claims.,0.9221189220143736,0.8854888677597046
py_2321,Python,"def current_lr(self):
        """"""Get current learning rates.

        Returns:
            list: Current learning rate of all param groups.
        """"""
        if self.optimizer is None:
            raise RuntimeError(
                'lr is not applicable because optimizer does not exist.')
        return [group['lr'] for group in self.optimizer.param_groups]","Get current learning rates.

Returns:
    list: Current learning rate of all param groups.","Get current learning rates.

        Returns:
            list: Current learning rate of all param groups.",No Error,False,The documentation accurately reflects what the code does.,1.0,0.9497397541999817
